property,canceled,advance_time,arrival_year,arrival_month,arrival_week_number,arrival_day_of_month,weekend_stays,week_stays,num_adults,num_children,meal_package,booking_channel,is_returning,num_cancellations,num_not_canceled,reserved_room_code,assigned_room_code,num_changes,deposit_terms,wait_days,average_daily_rate,status,status_date
City Hotel,0,5,2016,February,7,8,1,3,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,69.1,Check-Out,2016-02-12
City Hotel,0,36,2016,February,9,22,1,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,82.7,Check-Out,2016-02-25
City Hotel,1,24,2017,January,2,13,0,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,79.5,Canceled,2016-12-28
City Hotel,1,78,2016,August,33,7,1,0,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,117.9,Canceled,2016-05-22
Resort Hotel,0,64,2016,November,47,19,2,2,2,0.0,BB,Offline TA/TO,0,0,0,A,D,0,No Deposit,0,35.0,Check-Out,2016-11-23
Resort Hotel,0,80,2017,July,29,20,2,5,2,0.0,HB,Online TA,0,0,0,A,A,0,No Deposit,0,237.0,Check-Out,2017-07-27
City Hotel,1,594,2017,February,8,23,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,62.0,Canceled,2015-10-21
City Hotel,0,16,2016,December,50,4,1,0,1,0.0,BB,Corporate,1,5,54,A,A,0,No Deposit,0,65.0,Check-Out,2016-12-05
City Hotel,1,104,2017,May,20,15,1,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,170.0,Canceled,2017-01-31
City Hotel,0,1,2017,April,15,15,0,1,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,121.59,Check-Out,2017-04-16
City Hotel,0,10,2016,June,27,27,1,0,1,0.0,BB,Corporate,1,0,9,A,A,0,No Deposit,0,65.0,Check-Out,2016-06-28
City Hotel,0,69,2015,October,44,25,2,1,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,58,85.67,Check-Out,2015-10-28
City Hotel,0,5,2015,August,33,12,0,1,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,75.0,Check-Out,2015-08-13
City Hotel,1,271,2016,December,53,26,2,5,2,0.0,HB,Online TA,0,0,0,D,D,0,No Deposit,0,144.63,Canceled,2016-10-06
City Hotel,0,104,2017,April,15,9,2,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,117.0,Check-Out,2017-04-12
City Hotel,0,60,2015,September,39,21,1,1,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,65.0,Check-Out,2015-09-23
City Hotel,1,342,2015,September,39,24,2,4,2,0.0,BB,Groups,0,1,0,A,A,0,Non Refund,0,170.0,Canceled,2015-08-21
Resort Hotel,1,144,2016,June,23,4,2,5,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,75.34,Canceled,2016-02-01
City Hotel,0,169,2017,July,28,10,1,2,2,2.0,BB,Online TA,0,0,0,F,F,0,No Deposit,0,209.0,Check-Out,2017-07-13
Resort Hotel,0,86,2015,July,27,4,2,5,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,97.0,Check-Out,2015-07-11
Resort Hotel,1,143,2015,October,41,10,2,5,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,36.05,Canceled,2015-07-08
Resort Hotel,0,32,2015,July,28,11,4,6,2,0.0,HB,Online TA,0,0,0,E,E,1,No Deposit,0,178.0,Check-Out,2015-07-21
City Hotel,0,16,2016,January,3,15,1,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,98.0,Check-Out,2016-01-18
Resort Hotel,0,257,2015,September,38,15,2,6,2,0.0,BB,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,62.48,Check-Out,2015-09-23
City Hotel,0,55,2016,April,15,6,0,1,2,0.0,HB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,104.0,Check-Out,2016-04-07
City Hotel,0,115,2016,February,9,27,2,3,1,0.0,BB,Offline TA/TO,0,0,0,A,A,1,No Deposit,0,75.0,Check-Out,2016-03-03
City Hotel,1,72,2017,February,5,1,1,4,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,67.32,Canceled,2016-12-02
Resort Hotel,0,107,2016,June,23,1,2,4,2,0.0,BB,Direct,0,0,0,D,E,3,No Deposit,0,77.75,Check-Out,2016-06-07
City Hotel,1,92,2017,March,11,15,0,3,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,85.0,Canceled,2016-12-13
Resort Hotel,0,172,2017,August,32,10,4,9,2,0.0,BB,Online TA,0,0,2,D,D,0,No Deposit,0,212.31,Check-Out,2017-08-23
Resort Hotel,0,0,2016,December,51,13,0,1,2,0.0,BB,Direct,0,0,0,E,E,0,No Deposit,0,59.0,Check-Out,2016-12-14
City Hotel,1,79,2015,November,46,13,0,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,69,75.0,Canceled,2015-11-03
City Hotel,0,45,2016,May,21,15,2,0,2,0.0,BB,Direct,0,0,0,A,E,1,No Deposit,0,126.1,Check-Out,2016-05-17
City Hotel,0,10,2016,February,6,6,0,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,93.0,Check-Out,2016-02-07
Resort Hotel,0,67,2015,August,32,2,2,4,2,0.0,BB,Direct,0,0,0,D,D,0,No Deposit,0,163.5,Check-Out,2015-08-08
City Hotel,0,1,2015,September,37,9,0,2,1,0.0,BB,Corporate,0,0,0,A,D,0,No Deposit,0,90.0,Check-Out,2015-09-11
City Hotel,1,342,2015,September,39,24,2,4,2,0.0,BB,Groups,0,1,0,A,A,0,Non Refund,0,170.0,Canceled,2015-08-21
City Hotel,1,135,2017,June,26,30,0,1,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,130.0,Canceled,2017-02-15
Resort Hotel,1,21,2017,February,8,25,2,1,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,60.0,Canceled,2017-02-09
Resort Hotel,1,198,2016,June,23,3,2,5,2,0.0,BB,Online TA,0,0,0,E,E,0,No Deposit,0,99.0,Canceled,2016-03-15
City Hotel,0,57,2016,November,48,22,0,1,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,60.98,Check-Out,2016-11-23
Resort Hotel,0,2,2016,October,43,22,0,1,2,0.0,BB,Online TA,0,0,0,A,C,0,No Deposit,0,75.0,Check-Out,2016-10-23
City Hotel,1,26,2017,March,10,7,0,4,1,0.0,BB,Direct,0,0,0,E,E,0,No Deposit,0,145.5,Canceled,2017-02-20
Resort Hotel,1,166,2015,July,29,15,0,2,2,0.0,FB,Groups,0,24,0,A,A,0,Non Refund,0,121.5,Canceled,2015-04-28
Resort Hotel,0,222,2016,August,35,27,4,10,2,0.0,HB,Offline TA/TO,0,0,0,D,D,1,No Deposit,0,92.1,Check-Out,2016-09-10
Resort Hotel,0,155,2016,June,24,9,4,10,2,0.0,BB,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,64.76,Check-Out,2016-06-23
City Hotel,1,144,2017,March,10,11,1,1,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,17,80.0,Canceled,2017-01-10
City Hotel,0,96,2017,May,18,1,1,1,2,0.0,BB,Direct,0,0,0,A,A,0,No Deposit,0,105.0,Check-Out,2017-05-03
Resort Hotel,0,1,2017,August,32,8,0,1,2,0.0,BB,Direct,0,0,0,H,H,0,No Deposit,0,269.0,Check-Out,2017-08-09
City Hotel,1,101,2016,July,28,9,2,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,68.0,Canceled,2016-06-28
City Hotel,0,0,2016,March,10,2,0,2,1,0.0,BB,Corporate,0,0,0,A,D,0,No Deposit,0,55.0,Check-Out,2016-03-04
City Hotel,1,287,2017,August,33,16,0,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,107.1,Canceled,2016-11-06
City Hotel,0,240,2016,October,44,27,1,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,90.95,Check-Out,2016-10-31
City Hotel,1,303,2016,August,34,19,2,3,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,78.0,Canceled,2016-07-19
City Hotel,1,377,2015,October,44,29,0,2,2,0.0,BB,Groups,0,1,0,A,A,0,Non Refund,0,62.0,Canceled,2015-01-01
Resort Hotel,0,176,2017,July,29,22,2,5,3,0.0,BB,Online TA,0,0,0,C,C,1,No Deposit,0,145.5,Check-Out,2017-07-29
City Hotel,0,3,2016,October,44,25,0,4,1,0.0,BB,Direct,0,0,0,A,A,2,No Deposit,0,133.0,Check-Out,2016-10-29
City Hotel,1,168,2017,April,16,20,0,3,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,166.5,Canceled,2017-03-06
Resort Hotel,1,72,2016,February,6,6,2,1,2,0.0,HB,Groups,0,0,0,D,D,0,No Deposit,0,73.33,Canceled,2016-01-19
Resort Hotel,0,4,2016,February,8,14,1,0,2,1.0,HB,Online TA,0,0,0,E,E,1,No Deposit,0,125.0,Check-Out,2016-02-15
City Hotel,0,122,2016,June,25,16,0,3,2,0.0,SC,Online TA,0,0,0,A,A,1,No Deposit,0,116.1,Check-Out,2016-06-19
City Hotel,0,0,2015,August,33,15,0,1,2,0.0,BB,Direct,0,0,0,B,B,0,No Deposit,0,120.0,Check-Out,2015-08-16
Resort Hotel,1,18,2016,September,39,20,0,1,1,0.0,BB,Corporate,1,1,4,A,A,0,No Deposit,0,126.0,Canceled,2016-09-13
City Hotel,0,326,2017,August,34,26,1,1,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,89.1,Check-Out,2017-08-28
Resort Hotel,1,237,2015,August,35,27,2,6,2,0.0,BB,Online TA,0,3,0,A,A,0,No Deposit,0,103.05,Canceled,2015-04-04
Resort Hotel,1,172,2017,April,17,29,2,5,2,0.0,HB,Online TA,0,0,0,D,D,1,No Deposit,0,86.91,Canceled,2016-12-27
City Hotel,1,10,2017,January,1,6,2,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,71.19,Canceled,2016-12-30
City Hotel,1,54,2015,December,49,1,0,1,1,0.0,BB,Direct,0,1,0,A,A,0,No Deposit,0,81.0,Canceled,2015-11-26
City Hotel,1,115,2016,March,13,20,2,0,1,0.0,BB,Groups,0,1,0,A,A,0,Non Refund,22,70.0,Canceled,2015-12-18
City Hotel,0,316,2016,May,22,26,0,3,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,110.0,Check-Out,2016-05-29
Resort Hotel,0,20,2017,March,10,10,0,2,3,1.0,BB,Online TA,1,0,0,H,H,0,No Deposit,0,117.0,Check-Out,2017-03-12
City Hotel,0,29,2016,December,49,2,0,2,2,0.0,BB,Corporate,0,0,0,A,A,0,No Deposit,0,85.0,Check-Out,2016-12-04
City Hotel,1,118,2016,June,24,6,1,1,2,0.0,BB,Groups,0,0,0,A,A,1,No Deposit,0,120.0,Canceled,2016-04-13
Resort Hotel,0,116,2016,October,44,23,2,3,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,68.0,Check-Out,2016-10-28
City Hotel,0,254,2017,March,13,30,0,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,70.66,Check-Out,2017-04-02
City Hotel,0,14,2016,September,38,11,2,0,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,118.0,Check-Out,2016-09-13
City Hotel,1,131,2017,February,9,27,2,5,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,88.4,Canceled,2017-01-27
City Hotel,1,145,2017,June,22,2,0,1,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,126.0,Canceled,2017-02-14
City Hotel,1,101,2016,June,25,17,0,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,95.88,Canceled,2016-06-13
City Hotel,1,309,2016,May,20,12,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,62.0,Canceled,2015-10-21
City Hotel,0,1,2016,February,9,24,0,2,1,0.0,BB,Corporate,1,0,10,A,A,0,No Deposit,0,65.5,Check-Out,2016-02-26
City Hotel,0,122,2015,July,31,29,0,3,2,0.0,BB,Online TA,0,0,0,A,A,1,No Deposit,0,76.5,Check-Out,2015-08-01
City Hotel,0,37,2016,May,20,13,0,1,1,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,116.1,Check-Out,2016-05-14
City Hotel,1,49,2017,May,20,17,0,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,180.0,Canceled,2017-05-14
Resort Hotel,0,241,2016,June,25,18,2,6,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,85.5,Check-Out,2016-06-26
City Hotel,1,132,2017,May,22,28,2,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,99.0,No-Show,2017-05-28
City Hotel,0,10,2016,October,43,19,0,4,2,1.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,180.0,Check-Out,2016-10-23
City Hotel,1,226,2016,June,25,15,0,4,2,0.0,BB,Online TA,0,1,0,D,D,0,No Deposit,0,149.0,Canceled,2015-11-12
City Hotel,1,20,2016,April,15,4,1,1,1,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,89.0,Canceled,2016-03-22
Resort Hotel,0,152,2017,April,14,5,0,4,1,0.0,BB,Groups,0,0,0,A,A,3,No Deposit,0,42.0,Check-Out,2017-04-09
City Hotel,0,0,2016,February,7,10,0,1,1,0.0,BB,Corporate,0,0,0,A,A,1,Non Refund,0,70.0,Check-Out,2016-02-11
City Hotel,0,27,2017,February,9,27,1,0,1,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,88.0,Check-Out,2017-02-28
Resort Hotel,1,214,2017,August,31,4,2,2,1,0.0,BB,Online TA,0,0,0,E,E,0,No Deposit,0,206.0,Canceled,2017-06-26
City Hotel,1,186,2017,May,22,30,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,130.0,Canceled,2016-11-25
Resort Hotel,0,41,2016,June,24,5,2,2,2,1.0,BB,Online TA,0,0,0,H,H,1,No Deposit,0,200.0,Check-Out,2016-06-09
City Hotel,1,58,2016,May,21,17,0,3,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,116.1,Canceled,2016-05-02
City Hotel,0,213,2017,July,28,14,0,1,2,2.0,BB,Online TA,0,0,0,F,F,0,No Deposit,0,179.1,Check-Out,2017-07-15
City Hotel,1,213,2016,June,24,7,0,3,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,62,130.0,Canceled,2016-01-08
City Hotel,0,157,2016,May,23,29,2,5,2,1.0,SC,Online TA,0,0,0,A,D,0,No Deposit,0,72.15,Check-Out,2016-06-05
City Hotel,0,133,2016,May,23,29,2,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,99.66,Check-Out,2016-06-02
Resort Hotel,0,301,2016,October,41,6,4,10,1,0.0,HB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,31.45,Check-Out,2016-10-20
Resort Hotel,0,0,2016,November,46,7,1,0,2,0.0,BB,Direct,0,0,0,A,A,0,No Deposit,0,76.0,Check-Out,2016-11-08
City Hotel,0,6,2015,September,39,20,2,5,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,138.57,Check-Out,2015-09-27
City Hotel,0,9,2017,May,20,19,1,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,140.0,Check-Out,2017-05-22
City Hotel,0,163,2016,October,41,2,2,3,2,0.0,BB,Offline TA/TO,0,0,0,A,A,1,No Deposit,0,80.75,Check-Out,2016-10-07
Resort Hotel,0,23,2017,August,35,31,0,1,2,0.0,BB,Online TA,0,0,0,E,F,0,No Deposit,0,217.0,Check-Out,2017-09-01
City Hotel,1,99,2016,February,8,19,0,1,2,0.0,BB,Corporate,0,1,0,A,A,0,No Deposit,0,80.0,Canceled,2015-12-22
Resort Hotel,0,63,2017,February,6,5,4,5,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,33.88,Check-Out,2017-02-14
Resort Hotel,0,29,2016,April,16,14,2,5,2,0.0,HB,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,77.5,Check-Out,2016-04-21
City Hotel,1,105,2016,April,15,6,0,1,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,75.0,Canceled,2016-01-18
City Hotel,0,79,2015,October,41,10,1,1,2,0.0,BB,Groups,0,0,0,A,D,0,No Deposit,0,62.0,Check-Out,2015-10-12
Resort Hotel,0,25,2016,October,41,3,1,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,46.0,Check-Out,2016-10-06
City Hotel,0,0,2016,October,42,15,1,1,1,0.0,SC,Online TA,0,0,0,A,A,1,No Deposit,0,66.13,Check-Out,2016-10-17
City Hotel,0,71,2016,May,20,10,0,3,2,0.0,HB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,126.0,Check-Out,2016-05-13
Resort Hotel,0,42,2016,August,32,1,1,5,2,2.0,BB,Online TA,0,0,0,G,G,2,No Deposit,0,259.0,Check-Out,2016-08-07
City Hotel,1,168,2016,April,17,22,1,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,77,85.0,Canceled,2016-01-22
City Hotel,1,478,2017,August,32,8,0,1,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,90.0,Canceled,2017-07-04
City Hotel,0,55,2015,August,35,26,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,62.0,Check-Out,2015-08-28
City Hotel,0,27,2017,May,20,17,0,1,1,0.0,BB,Corporate,0,0,0,D,E,0,No Deposit,0,110.0,Check-Out,2017-05-18
City Hotel,0,21,2016,March,11,10,0,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,93.0,Check-Out,2016-03-12
Resort Hotel,0,200,2017,July,27,2,2,3,2,0.0,BB,Online TA,0,0,0,A,A,2,No Deposit,0,124.0,Check-Out,2017-07-07
City Hotel,1,48,2015,September,37,11,1,2,2,0.0,HB,Groups,0,0,0,A,A,0,No Deposit,0,90.0,Canceled,2015-09-09
Resort Hotel,1,232,2017,April,16,22,2,5,1,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,34.2,Canceled,2017-01-26
City Hotel,0,159,2016,August,32,3,2,6,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,99.45,Check-Out,2016-08-11
City Hotel,1,147,2015,July,30,21,0,2,2,0.0,BB,Groups,0,1,0,A,A,0,No Deposit,0,75.0,Canceled,2015-07-10
Resort Hotel,0,27,2017,July,28,12,0,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,174.0,Check-Out,2017-07-13
Resort Hotel,0,66,2016,December,53,30,1,2,2,0.0,BB,Direct,0,0,0,G,G,2,No Deposit,0,197.67,Check-Out,2017-01-02
City Hotel,0,10,2015,October,41,4,1,0,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,87.78,Check-Out,2015-10-05
Resort Hotel,0,35,2016,September,37,9,0,2,2,0.0,BB,Online TA,0,0,0,A,A,1,No Deposit,0,171.0,Check-Out,2016-09-11
City Hotel,0,0,2015,August,35,27,0,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,122.0,Check-Out,2015-08-28
Resort Hotel,0,89,2017,March,10,11,1,1,2,0.0,BB,Corporate,0,0,0,A,I,2,No Deposit,0,58.0,Check-Out,2017-03-13
City Hotel,1,44,2016,April,16,10,2,3,3,0.0,BB,Online TA,0,0,0,A,A,2,No Deposit,0,131.58,Canceled,2016-03-02
Resort Hotel,0,2,2017,March,11,16,0,1,1,0.0,BB,Corporate,0,0,0,A,F,0,No Deposit,0,35.0,Check-Out,2017-03-17
City Hotel,0,30,2016,September,38,12,1,3,2,0.0,BB,Online TA,0,0,0,E,E,0,No Deposit,0,137.52,Check-Out,2016-09-16
Resort Hotel,1,227,2017,May,21,25,2,3,2,0.0,BB,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,50.85,Canceled,2017-03-14
Resort Hotel,0,1,2017,July,29,17,1,0,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,179.0,Check-Out,2017-07-18
City Hotel,1,190,2017,April,14,6,2,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,88.4,Canceled,2016-09-29
City Hotel,1,56,2017,February,5,1,0,3,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,60.0,Canceled,2016-12-07
City Hotel,0,171,2016,July,29,15,4,8,2,1.0,BB,Online TA,0,0,0,A,A,2,No Deposit,0,110.5,Check-Out,2016-07-27
Resort Hotel,0,66,2016,August,35,23,0,2,2,0.0,BB,Online TA,0,0,0,F,E,0,No Deposit,0,176.33,Check-Out,2016-08-25
City Hotel,0,22,2017,January,4,27,0,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,71.69,Check-Out,2017-01-29
Resort Hotel,0,42,2015,September,38,16,0,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,86.0,Check-Out,2015-09-19
City Hotel,0,20,2016,May,20,11,0,4,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,95.0,Check-Out,2016-05-15
Resort Hotel,0,8,2017,January,2,12,0,3,2,0.0,BB,Online TA,0,0,0,F,F,0,No Deposit,0,53.4,Check-Out,2017-01-15
City Hotel,0,29,2017,August,35,30,0,2,1,0.0,BB,Online TA,0,0,0,A,A,1,No Deposit,0,95.0,Check-Out,2017-09-01
Resort Hotel,1,62,2016,July,27,1,0,2,2,2.0,BB,Online TA,0,0,0,G,G,0,No Deposit,0,220.0,Canceled,2016-05-01
Resort Hotel,0,20,2016,March,14,27,2,0,2,0.0,HB,Online TA,0,0,0,A,A,0,No Deposit,0,80.0,Check-Out,2016-03-29
City Hotel,0,15,2017,June,22,2,0,1,2,1.0,BB,Complementary,0,0,0,A,A,0,No Deposit,0,0.0,Check-Out,2017-06-03
City Hotel,0,18,2015,July,29,18,1,1,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,75.0,Check-Out,2015-07-20
Resort Hotel,0,89,2016,September,38,12,0,0,2,0.0,BB,Offline TA/TO,0,0,0,A,I,0,No Deposit,0,0.0,Check-Out,2016-09-12
Resort Hotel,1,231,2015,September,38,15,0,5,3,0.0,BB,Direct,0,1,0,A,A,0,No Deposit,0,79.74,Canceled,2015-02-02
City Hotel,1,15,2016,April,18,27,0,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,103.44,Canceled,2016-04-12
City Hotel,0,44,2017,April,16,20,0,3,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,133.33,Check-Out,2017-04-23
City Hotel,0,90,2015,December,49,4,2,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,72.25,Check-Out,2015-12-08
City Hotel,0,4,2017,May,22,30,0,1,1,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,94.0,Check-Out,2017-05-31
City Hotel,1,106,2017,August,33,19,2,1,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,125.0,Canceled,2017-05-08
City Hotel,0,2,2017,January,1,4,1,4,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,73.36,Check-Out,2017-01-09
Resort Hotel,0,199,2017,August,33,19,2,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,125.2,Check-Out,2017-08-24
Resort Hotel,1,216,2015,August,32,8,2,3,2,0.0,BB,Online TA,0,1,0,E,E,1,No Deposit,0,166.0,Canceled,2015-04-16
City Hotel,0,0,2017,February,8,23,0,1,1,0.0,SC,Online TA,0,0,0,A,A,1,No Deposit,0,88.2,Check-Out,2017-02-24
City Hotel,0,51,2016,November,45,4,1,2,2,0.0,BB,Offline TA/TO,0,0,0,A,D,0,No Deposit,0,112.0,Check-Out,2016-11-07
City Hotel,0,91,2017,April,16,17,1,3,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,85.0,Check-Out,2017-04-21
City Hotel,0,8,2016,February,8,16,0,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,88.0,Check-Out,2016-02-18
City Hotel,0,38,2016,May,21,21,1,1,2,0.0,BB,Online TA,0,0,0,D,E,0,No Deposit,0,140.4,Check-Out,2016-05-23
Resort Hotel,0,34,2016,August,36,31,2,5,2,0.0,HB,Direct,0,0,0,A,A,1,No Deposit,0,170.0,Check-Out,2016-09-07
City Hotel,1,243,2017,May,21,24,0,4,2,0.0,BB,Online TA,0,0,0,D,D,2,No Deposit,0,138.77,Canceled,2017-04-22
City Hotel,0,31,2016,June,23,2,0,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,2,No Deposit,0,100.0,Check-Out,2016-06-04
City Hotel,0,165,2017,August,35,29,1,5,3,0.0,BB,Online TA,0,0,0,E,E,0,No Deposit,0,209.25,Check-Out,2017-09-04
Resort Hotel,1,266,2016,June,27,28,2,8,2,3.0,BB,Online TA,0,0,0,H,H,0,No Deposit,0,151.8,Canceled,2015-10-12
Resort Hotel,0,7,2016,October,41,5,0,4,2,0.0,BB,Groups,0,0,0,A,A,1,No Deposit,0,50.0,Check-Out,2016-10-09
Resort Hotel,0,4,2017,January,4,24,0,1,2,0.0,BB,Direct,0,0,0,F,F,0,No Deposit,0,70.0,Check-Out,2017-01-25
City Hotel,1,86,2016,January,4,22,0,1,2,0.0,BB,Groups,0,1,0,A,A,0,Non Refund,35,85.0,Canceled,2015-12-02
City Hotel,0,31,2017,August,33,17,0,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,169.0,Check-Out,2017-08-19
Resort Hotel,0,0,2016,March,12,15,0,3,1,0.0,BB,Direct,0,0,0,A,A,0,No Deposit,0,40.0,Check-Out,2016-03-18
City Hotel,0,2,2016,December,52,20,0,3,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,79.5,Check-Out,2016-12-23
City Hotel,0,1,2017,April,16,18,0,1,1,0.0,BB,Online TA,1,0,1,A,A,0,No Deposit,0,130.0,Check-Out,2017-04-19
City Hotel,0,8,2015,October,43,20,0,4,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,97.02,Check-Out,2015-10-24
City Hotel,0,26,2015,November,48,23,1,3,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,65.0,Check-Out,2015-11-27
City Hotel,0,155,2017,June,24,15,1,3,1,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,137.25,Check-Out,2017-06-19
Resort Hotel,0,283,2015,October,42,12,2,5,1,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,41.98,Check-Out,2015-10-19
Resort Hotel,1,15,2016,July,28,4,1,2,3,1.0,HB,Online TA,0,0,0,H,H,0,No Deposit,0,272.0,Canceled,2016-06-23
Resort Hotel,0,10,2017,February,5,3,0,2,2,0.0,BB,Direct,0,0,0,A,D,0,No Deposit,0,47.5,Check-Out,2017-02-05
City Hotel,1,233,2017,June,25,23,1,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,105.0,Canceled,2017-04-21
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,100.0,Canceled,2016-04-04
Resort Hotel,0,3,2016,October,44,27,0,1,1,0.0,BB,Direct,0,0,0,A,A,1,No Deposit,0,61.0,Check-Out,2016-10-28
